Date,variable,ppt
6/30/04,Rivendell,0
7/1/04,Rivendell,0
7/2/04,Rivendell,0
7/3/04,Rivendell,0
7/4/04,Rivendell,0
7/5/04,Rivendell,0
7/6/04,Rivendell,0
7/7/04,Rivendell,0
7/8/04,Rivendell,0
7/9/04,Rivendell,0
7/10/04,Rivendell,0
7/11/04,Rivendell,0
7/12/04,Rivendell,0
7/13/04,Rivendell,0
7/14/04,Rivendell,0
7/15/04,Rivendell,0
7/16/04,Rivendell,0
7/17/04,Rivendell,0
7/18/04,Rivendell,0
7/19/04,Rivendell,0
7/20/04,Rivendell,0
7/21/04,Rivendell,0
7/22/04,Rivendell,0
7/23/04,Rivendell,0
7/24/04,Rivendell,0
7/25/04,Rivendell,0
7/26/04,Rivendell,0
7/27/04,Rivendell,0
7/28/04,Rivendell,0
7/29/04,Rivendell,0
7/30/04,Rivendell,0
7/31/04,Rivendell,0
8/1/04,Rivendell,0
8/2/04,Rivendell,0
8/3/04,Rivendell,0
8/4/04,Rivendell,0
8/5/04,Rivendell,0
8/6/04,Rivendell,0
8/7/04,Rivendell,0
8/8/04,Rivendell,0
8/9/04,Rivendell,0
8/10/04,Rivendell,0
8/11/04,Rivendell,0
8/12/04,Rivendell,0
8/13/04,Rivendell,0
8/14/04,Rivendell,0
8/15/04,Rivendell,0
8/16/04,Rivendell,0
8/17/04,Rivendell,0
8/18/04,Rivendell,0
8/19/04,Rivendell,0
8/20/04,Rivendell,0
8/21/04,Rivendell,0
8/22/04,Rivendell,0
8/23/04,Rivendell,0
8/24/04,Rivendell,0
8/25/04,Rivendell,0
8/26/04,Rivendell,0
8/27/04,Rivendell,0
8/28/04,Rivendell,0
8/29/04,Rivendell,0
8/30/04,Rivendell,0
8/31/04,Rivendell,0
9/1/04,Rivendell,0
9/2/04,Rivendell,0
9/3/04,Rivendell,0
9/4/04,Rivendell,0
9/5/04,Rivendell,0
9/6/04,Rivendell,0
9/7/04,Rivendell,0
9/8/04,Rivendell,0
9/9/04,Rivendell,0
9/10/04,Rivendell,0
9/11/04,Rivendell,0
9/12/04,Rivendell,0
9/13/04,Rivendell,0
9/14/04,Rivendell,0
9/15/04,Rivendell,0
9/16/04,Rivendell,0
9/17/04,Rivendell,0
9/18/04,Rivendell,0
9/19/04,Rivendell,6.423999786
9/20/04,Rivendell,1.629999995
9/21/04,Rivendell,0
9/22/04,Rivendell,0
9/23/04,Rivendell,0
9/24/04,Rivendell,0
9/25/04,Rivendell,0
9/26/04,Rivendell,0
9/27/04,Rivendell,0
9/28/04,Rivendell,0
9/29/04,Rivendell,0
9/30/04,Rivendell,0
10/1/04,Rivendell,0
10/2/04,Rivendell,0
10/3/04,Rivendell,0
10/4/04,Rivendell,0
10/5/04,Rivendell,0
10/6/04,Rivendell,0
10/7/04,Rivendell,0.001
10/8/04,Rivendell,0
10/9/04,Rivendell,14.42500019
10/10/04,Rivendell,2.815000057
10/11/04,Rivendell,0
10/12/04,Rivendell,0
10/13/04,Rivendell,0
10/14/04,Rivendell,0
10/15/04,Rivendell,0
10/16/04,Rivendell,0
10/17/04,Rivendell,1.480000019
10/18/04,Rivendell,16.16600037
10/19/04,Rivendell,61.57799911
10/20/04,Rivendell,40.11199951
10/21/04,Rivendell,3.359999895
10/22/04,Rivendell,6.420000076
10/23/04,Rivendell,10.53600025
10/24/04,Rivendell,9.892000198
10/25/04,Rivendell,0
10/26/04,Rivendell,33.23099899
10/27/04,Rivendell,19.97699928
10/28/04,Rivendell,0
10/29/04,Rivendell,0.001
10/30/04,Rivendell,0
10/31/04,Rivendell,1.475000024
11/1/04,Rivendell,0
11/2/04,Rivendell,0
11/3/04,Rivendell,1.315000057
11/4/04,Rivendell,0.588999987
11/5/04,Rivendell,0
11/6/04,Rivendell,0
11/7/04,Rivendell,0
11/8/04,Rivendell,0
11/9/04,Rivendell,0
11/10/04,Rivendell,17.94000053
11/11/04,Rivendell,4.364999771
11/12/04,Rivendell,1.684000015
11/13/04,Rivendell,0.805999994
11/14/04,Rivendell,0
11/15/04,Rivendell,0
11/16/04,Rivendell,0
11/17/04,Rivendell,0
11/18/04,Rivendell,0
11/19/04,Rivendell,0
11/20/04,Rivendell,0
11/21/04,Rivendell,0
11/22/04,Rivendell,0
11/23/04,Rivendell,0
11/24/04,Rivendell,0
11/25/04,Rivendell,0
11/26/04,Rivendell,12.93700027
11/27/04,Rivendell,8.902000427
11/28/04,Rivendell,1.955000043
11/29/04,Rivendell,0
11/30/04,Rivendell,0
12/1/04,Rivendell,0
12/2/04,Rivendell,0
12/3/04,Rivendell,0
12/4/04,Rivendell,0
12/5/04,Rivendell,0
12/6/04,Rivendell,0
12/7/04,Rivendell,63.27999878
12/8/04,Rivendell,83.31199646
12/9/04,Rivendell,75.64700317
12/10/04,Rivendell,3.914999962
12/11/04,Rivendell,0
12/12/04,Rivendell,0
12/13/04,Rivendell,3.263000011
12/14/04,Rivendell,6.354000092
12/15/04,Rivendell,0.411000013
12/16/04,Rivendell,0
12/17/04,Rivendell,0
12/18/04,Rivendell,0
12/19/04,Rivendell,0
12/20/04,Rivendell,0
12/21/04,Rivendell,0
12/22/04,Rivendell,0
12/23/04,Rivendell,0
12/24/04,Rivendell,0
12/25/04,Rivendell,0
12/26/04,Rivendell,21.55699921
12/27/04,Rivendell,40.84400177
12/28/04,Rivendell,27.13800049
12/29/04,Rivendell,27.43799973
12/30/04,Rivendell,26.12800026
12/31/04,Rivendell,27.50699997
1/1/05,Rivendell,42.89599991
1/2/05,Rivendell,17.46899986
1/3/05,Rivendell,21.51799965
1/4/05,Rivendell,1.338999987
1/5/05,Rivendell,0.444000006
1/6/05,Rivendell,1.955000043
1/7/05,Rivendell,7.032999992
1/8/05,Rivendell,42.97200012
1/9/05,Rivendell,35.9640007
1/10/05,Rivendell,16.13699913
1/11/05,Rivendell,17.00300026
1/12/05,Rivendell,8.907999992
1/13/05,Rivendell,0
1/14/05,Rivendell,0
1/15/05,Rivendell,0
1/16/05,Rivendell,0.556999981
1/17/05,Rivendell,0.179000005
1/18/05,Rivendell,0
1/19/05,Rivendell,0
1/20/05,Rivendell,0
1/21/05,Rivendell,0
1/22/05,Rivendell,0
1/23/05,Rivendell,0
1/24/05,Rivendell,0
1/25/05,Rivendell,0
1/26/05,Rivendell,23.71800041
1/27/05,Rivendell,13.29899979
1/28/05,Rivendell,53.57600021
1/29/05,Rivendell,15.21000004
1/30/05,Rivendell,27.42099953
1/31/05,Rivendell,0
2/1/05,Rivendell,7.747000217
2/2/05,Rivendell,0
2/3/05,Rivendell,0
2/4/05,Rivendell,2.295000076
2/5/05,Rivendell,0
2/6/05,Rivendell,0
2/7/05,Rivendell,2.519999981
2/8/05,Rivendell,0.674000025
2/9/05,Rivendell,0
2/10/05,Rivendell,0
2/11/05,Rivendell,0
2/12/05,Rivendell,0
2/13/05,Rivendell,10.67399979
2/14/05,Rivendell,43.27399826
2/15/05,Rivendell,0.126000002
2/16/05,Rivendell,0.996999979
2/17/05,Rivendell,9.50399971
2/18/05,Rivendell,1.35800004
2/19/05,Rivendell,11.55099964
2/20/05,Rivendell,20.49300003
2/21/05,Rivendell,7.320000172
2/22/05,Rivendell,0.559000015
2/23/05,Rivendell,0
2/24/05,Rivendell,0
2/25/05,Rivendell,0
2/26/05,Rivendell,0
2/27/05,Rivendell,5.427999973
2/28/05,Rivendell,22.43700027
3/1/05,Rivendell,23.98699951
3/2/05,Rivendell,35.54700089
3/3/05,Rivendell,6.15500021
3/4/05,Rivendell,7.301000118
3/5/05,Rivendell,0
3/6/05,Rivendell,0
3/7/05,Rivendell,0
3/8/05,Rivendell,0
3/9/05,Rivendell,0
3/10/05,Rivendell,0
3/11/05,Rivendell,0
3/12/05,Rivendell,0
3/13/05,Rivendell,0
3/14/05,Rivendell,0
3/15/05,Rivendell,0
3/16/05,Rivendell,0
3/17/05,Rivendell,0
3/18/05,Rivendell,0
3/19/05,Rivendell,52.02099991
3/20/05,Rivendell,29.63800049
3/21/05,Rivendell,66.32700348
3/22/05,Rivendell,23.36899948
3/23/05,Rivendell,28.22699928
3/24/05,Rivendell,2.059999943
3/25/05,Rivendell,0
3/26/05,Rivendell,0
3/27/05,Rivendell,2.101999998
3/28/05,Rivendell,58.72100067
3/29/05,Rivendell,20.0890007
3/30/05,Rivendell,2.894999981
3/31/05,Rivendell,0
4/1/05,Rivendell,0
4/2/05,Rivendell,0
4/3/05,Rivendell,0.670000017
4/4/05,Rivendell,25.86400032
4/5/05,Rivendell,0
4/6/05,Rivendell,0
4/7/05,Rivendell,14.33500004
4/8/05,Rivendell,22.20700073
4/9/05,Rivendell,16.47200012
4/10/05,Rivendell,0
4/11/05,Rivendell,0.082000002
4/12/05,Rivendell,0
4/13/05,Rivendell,3.460000038
4/14/05,Rivendell,5.196000099
4/15/05,Rivendell,0
4/16/05,Rivendell,0
4/17/05,Rivendell,0
4/18/05,Rivendell,0
4/19/05,Rivendell,0
4/20/05,Rivendell,0
4/21/05,Rivendell,0
4/22/05,Rivendell,0
4/23/05,Rivendell,2.351999998
4/24/05,Rivendell,2.414000034
4/25/05,Rivendell,0
4/26/05,Rivendell,0
4/27/05,Rivendell,0
4/28/05,Rivendell,1.893000007
4/29/05,Rivendell,0.65899998
4/30/05,Rivendell,0
5/1/05,Rivendell,0
5/2/05,Rivendell,0
5/3/05,Rivendell,0
5/4/05,Rivendell,0.462000012
5/5/05,Rivendell,22.14100075
5/6/05,Rivendell,14.11999989
5/7/05,Rivendell,14.17800045
5/8/05,Rivendell,45.6590004
5/9/05,Rivendell,35.54600143
5/10/05,Rivendell,14.27200031
5/11/05,Rivendell,0
5/12/05,Rivendell,15.08699989
5/13/05,Rivendell,0
5/14/05,Rivendell,0
5/15/05,Rivendell,2.390000105
5/16/05,Rivendell,10.9460001
5/17/05,Rivendell,18.82799911
5/18/05,Rivendell,64.30200195
5/19/05,Rivendell,51.9280014
5/20/05,Rivendell,1.200000048
5/21/05,Rivendell,0
5/22/05,Rivendell,0
5/23/05,Rivendell,0
5/24/05,Rivendell,0
5/25/05,Rivendell,0
5/26/05,Rivendell,0
5/27/05,Rivendell,0
5/28/05,Rivendell,0
5/29/05,Rivendell,0
5/30/05,Rivendell,0
5/31/05,Rivendell,0
6/1/05,Rivendell,0
6/2/05,Rivendell,0
6/3/05,Rivendell,0
6/4/05,Rivendell,0
6/5/05,Rivendell,0
6/6/05,Rivendell,0
6/7/05,Rivendell,3.058000088
6/8/05,Rivendell,10.65799999
6/9/05,Rivendell,32.8030014
6/10/05,Rivendell,0.432000011
6/11/05,Rivendell,0
6/12/05,Rivendell,0
6/13/05,Rivendell,0
6/14/05,Rivendell,0
6/15/05,Rivendell,0
6/16/05,Rivendell,0
6/17/05,Rivendell,22.02400017
6/18/05,Rivendell,29.85700035
6/19/05,Rivendell,11.29199982
6/20/05,Rivendell,0.006
6/21/05,Rivendell,0
6/22/05,Rivendell,0
6/23/05,Rivendell,0
6/24/05,Rivendell,0
6/25/05,Rivendell,0
6/26/05,Rivendell,0
6/27/05,Rivendell,0
6/28/05,Rivendell,0
6/29/05,Rivendell,0
6/30/05,Rivendell,0
7/1/05,Rivendell,0
7/2/05,Rivendell,0
7/3/05,Rivendell,0
7/4/05,Rivendell,0
7/5/05,Rivendell,0
7/6/05,Rivendell,0
7/7/05,Rivendell,0
7/8/05,Rivendell,0
7/9/05,Rivendell,2.492000103
7/10/05,Rivendell,0
7/11/05,Rivendell,0
7/12/05,Rivendell,0
7/13/05,Rivendell,0
7/14/05,Rivendell,0
7/15/05,Rivendell,0
7/16/05,Rivendell,0
7/17/05,Rivendell,0
7/18/05,Rivendell,0
7/19/05,Rivendell,0
7/20/05,Rivendell,0
7/21/05,Rivendell,0
7/22/05,Rivendell,0
7/23/05,Rivendell,0
7/24/05,Rivendell,0
7/25/05,Rivendell,0
7/26/05,Rivendell,0
7/27/05,Rivendell,0
7/28/05,Rivendell,0
7/29/05,Rivendell,0
7/30/05,Rivendell,0
7/31/05,Rivendell,0
8/1/05,Rivendell,0
8/2/05,Rivendell,0
8/3/05,Rivendell,0
8/4/05,Rivendell,0
8/5/05,Rivendell,0
8/6/05,Rivendell,0
8/7/05,Rivendell,0
8/8/05,Rivendell,0
8/9/05,Rivendell,0
8/10/05,Rivendell,0
8/11/05,Rivendell,0
8/12/05,Rivendell,0
8/13/05,Rivendell,0
8/14/05,Rivendell,0
8/15/05,Rivendell,0
8/16/05,Rivendell,0
8/17/05,Rivendell,0
8/18/05,Rivendell,0
8/19/05,Rivendell,0
8/20/05,Rivendell,0
8/21/05,Rivendell,0
8/22/05,Rivendell,0
8/23/05,Rivendell,0
8/24/05,Rivendell,0
8/25/05,Rivendell,0
8/26/05,Rivendell,0
8/27/05,Rivendell,0
8/28/05,Rivendell,0
8/29/05,Rivendell,0
8/30/05,Rivendell,0
8/31/05,Rivendell,0
9/1/05,Rivendell,0
9/2/05,Rivendell,0
9/3/05,Rivendell,0
9/4/05,Rivendell,0
9/5/05,Rivendell,0
9/6/05,Rivendell,0
9/7/05,Rivendell,0
9/8/05,Rivendell,0
9/9/05,Rivendell,0
9/10/05,Rivendell,0
9/11/05,Rivendell,0
9/12/05,Rivendell,0
9/13/05,Rivendell,0
9/14/05,Rivendell,0
9/15/05,Rivendell,0
9/16/05,Rivendell,0
9/17/05,Rivendell,0.294999987
9/18/05,Rivendell,0
9/19/05,Rivendell,0
9/20/05,Rivendell,0
9/21/05,Rivendell,0
9/22/05,Rivendell,0
9/23/05,Rivendell,0
9/24/05,Rivendell,0
9/25/05,Rivendell,0
9/26/05,Rivendell,0
9/27/05,Rivendell,0
9/28/05,Rivendell,0
9/29/05,Rivendell,0
9/30/05,Rivendell,0
10/1/05,Rivendell,0.407000005
10/2/05,Rivendell,0
10/3/05,Rivendell,0.611000001
10/4/05,Rivendell,0
10/5/05,Rivendell,0
10/6/05,Rivendell,0
10/7/05,Rivendell,0
10/8/05,Rivendell,0
10/9/05,Rivendell,0
10/10/05,Rivendell,0
10/11/05,Rivendell,0
10/12/05,Rivendell,0
10/13/05,Rivendell,0
10/14/05,Rivendell,0
10/15/05,Rivendell,20.29800034
10/16/05,Rivendell,9.350999832
10/17/05,Rivendell,0
10/18/05,Rivendell,0
10/19/05,Rivendell,0
10/20/05,Rivendell,0
10/21/05,Rivendell,0
10/22/05,Rivendell,0
10/23/05,Rivendell,0
10/24/05,Rivendell,0
10/25/05,Rivendell,0
10/26/05,Rivendell,20.08499908
10/27/05,Rivendell,3.825000048
10/28/05,Rivendell,20.79100037
10/29/05,Rivendell,13.98200035
10/30/05,Rivendell,0
10/31/05,Rivendell,0
11/1/05,Rivendell,0
11/2/05,Rivendell,1.157999992
11/3/05,Rivendell,1.113000035
11/4/05,Rivendell,79.7460022
11/5/05,Rivendell,0.723999977
11/6/05,Rivendell,30.9260006
11/7/05,Rivendell,81.15299988
11/8/05,Rivendell,38.53699875
11/9/05,Rivendell,0.016000001
11/10/05,Rivendell,0
11/11/05,Rivendell,0.737999976
11/12/05,Rivendell,2.226000071
11/13/05,Rivendell,0
11/14/05,Rivendell,6.396999836
11/15/05,Rivendell,0.791999996
11/16/05,Rivendell,0
11/17/05,Rivendell,0
11/18/05,Rivendell,0
11/19/05,Rivendell,0
11/20/05,Rivendell,0
11/21/05,Rivendell,0
11/22/05,Rivendell,0
11/23/05,Rivendell,0
11/24/05,Rivendell,0
11/25/05,Rivendell,19.91500092
11/26/05,Rivendell,35.75799942
11/27/05,Rivendell,0.632000029
11/28/05,Rivendell,2.085000038
11/29/05,Rivendell,61.90299988
11/30/05,Rivendell,3.861000061
12/1/05,Rivendell,84.8710022
12/2/05,Rivendell,61.79399872
12/3/05,Rivendell,9.093000412
12/4/05,Rivendell,0.001
12/5/05,Rivendell,0
12/6/05,Rivendell,0
12/7/05,Rivendell,0
12/8/05,Rivendell,16.07699966
12/9/05,Rivendell,0.512000024
12/10/05,Rivendell,0
12/11/05,Rivendell,0
12/12/05,Rivendell,0
12/13/05,Rivendell,0
12/14/05,Rivendell,0
12/15/05,Rivendell,0
12/16/05,Rivendell,0
12/17/05,Rivendell,0.023
12/18/05,Rivendell,21.28800011
12/19/05,Rivendell,149.1640015
12/20/05,Rivendell,82.59200287
12/21/05,Rivendell,40.76699829
12/22/05,Rivendell,77.21800232
12/23/05,Rivendell,49.85699844
12/24/05,Rivendell,0
12/25/05,Rivendell,22.64699936
12/26/05,Rivendell,47.18299866
12/27/05,Rivendell,30.01300049
12/28/05,Rivendell,150.6210022
12/29/05,Rivendell,54.7879982
12/30/05,Rivendell,56.43600082
12/31/05,Rivendell,102.2710037
1/1/06,Rivendell,39.16699982
1/2/06,Rivendell,25.70400047
1/3/06,Rivendell,10.72599983
1/4/06,Rivendell,27.11199951
1/5/06,Rivendell,9.640999794
1/6/06,Rivendell,0
1/7/06,Rivendell,4.217000008
1/8/06,Rivendell,8.069999695
1/9/06,Rivendell,20.54299927
1/10/06,Rivendell,22.61800003
1/11/06,Rivendell,42.93199921
1/12/06,Rivendell,27.60000038
1/13/06,Rivendell,0.001
1/14/06,Rivendell,38.95399857
1/15/06,Rivendell,32.33599854
1/16/06,Rivendell,2.00999999
1/17/06,Rivendell,12.13099957
1/18/06,Rivendell,50.93799973
1/19/06,Rivendell,35.04399872
1/20/06,Rivendell,0
1/21/06,Rivendell,48.74200058
1/22/06,Rivendell,1.437999964
1/23/06,Rivendell,0
1/24/06,Rivendell,0.589999974
1/25/06,Rivendell,0
1/26/06,Rivendell,8.739999771
1/27/06,Rivendell,21.30699921
1/28/06,Rivendell,13.09599972
1/29/06,Rivendell,64.89299774
1/30/06,Rivendell,17.80500031
1/31/06,Rivendell,45.63899994
2/1/06,Rivendell,47.54899979
2/2/06,Rivendell,62.11600113
2/3/06,Rivendell,7.190000057
2/4/06,Rivendell,26.70999908
2/5/06,Rivendell,10.02799988
2/6/06,Rivendell,0
2/7/06,Rivendell,0
2/8/06,Rivendell,0
2/9/06,Rivendell,0
2/10/06,Rivendell,0
2/11/06,Rivendell,0
2/12/06,Rivendell,0
2/13/06,Rivendell,0
2/14/06,Rivendell,0
2/15/06,Rivendell,0
2/16/06,Rivendell,0
2/17/06,Rivendell,0
2/18/06,Rivendell,0
2/19/06,Rivendell,0.589999974
2/20/06,Rivendell,0.363000006
2/21/06,Rivendell,0
2/22/06,Rivendell,0
2/23/06,Rivendell,0
2/24/06,Rivendell,0
2/25/06,Rivendell,0
2/26/06,Rivendell,0
2/27/06,Rivendell,22.99900055
2/28/06,Rivendell,89.91600037
3/1/06,Rivendell,41.15000153
3/2/06,Rivendell,37.06399918
3/3/06,Rivendell,42.34000015
3/4/06,Rivendell,15.06499958
3/5/06,Rivendell,15.5880003
3/6/06,Rivendell,64.66899872
3/7/06,Rivendell,31.33499908
3/8/06,Rivendell,12.60400009
3/9/06,Rivendell,12.45199966
3/10/06,Rivendell,20.24600029
3/11/06,Rivendell,14.3210001
3/12/06,Rivendell,3.538000107
3/13/06,Rivendell,2.714999914
3/14/06,Rivendell,37.57099915
3/15/06,Rivendell,17.92900085
3/16/06,Rivendell,23.91200066
3/17/06,Rivendell,42.16699982
3/18/06,Rivendell,1.960999966
3/19/06,Rivendell,0
3/20/06,Rivendell,0
3/21/06,Rivendell,11.70400047
3/22/06,Rivendell,0
3/23/06,Rivendell,0
3/24/06,Rivendell,36.37900162
3/25/06,Rivendell,9.229999542
3/26/06,Rivendell,27.94499969
3/27/06,Rivendell,0
3/28/06,Rivendell,15.68900013
3/29/06,Rivendell,16.46199989
3/30/06,Rivendell,4.513000011
3/31/06,Rivendell,17.40999985
4/1/06,Rivendell,26.10300064
4/2/06,Rivendell,14.56400013
4/3/06,Rivendell,39.06900024
4/4/06,Rivendell,31.17499924
4/5/06,Rivendell,8.755999565
4/6/06,Rivendell,1.705000043
4/7/06,Rivendell,0
4/8/06,Rivendell,5.256000042
4/9/06,Rivendell,28.13400078
4/10/06,Rivendell,10.05500031
4/11/06,Rivendell,10.53999996
4/12/06,Rivendell,29.29999924
4/13/06,Rivendell,13.75599957
4/14/06,Rivendell,0
4/15/06,Rivendell,11.50199986
4/16/06,Rivendell,41.53900146
4/17/06,Rivendell,25.96999931
4/18/06,Rivendell,0.419
4/19/06,Rivendell,0
4/20/06,Rivendell,0
4/21/06,Rivendell,0
4/22/06,Rivendell,0
4/23/06,Rivendell,2.911999941
4/24/06,Rivendell,0.574000001
4/25/06,Rivendell,0
4/26/06,Rivendell,0
4/27/06,Rivendell,0
4/28/06,Rivendell,0
4/29/06,Rivendell,0
4/30/06,Rivendell,0
5/1/06,Rivendell,0
5/2/06,Rivendell,0
5/3/06,Rivendell,0
5/4/06,Rivendell,0
5/5/06,Rivendell,0
5/6/06,Rivendell,0
5/7/06,Rivendell,0
5/8/06,Rivendell,0
5/9/06,Rivendell,0
5/10/06,Rivendell,0
5/11/06,Rivendell,0
5/12/06,Rivendell,0
5/13/06,Rivendell,0
5/14/06,Rivendell,0
5/15/06,Rivendell,0
5/16/06,Rivendell,0
5/17/06,Rivendell,0
5/18/06,Rivendell,0
5/19/06,Rivendell,0
5/20/06,Rivendell,5.800000191
5/21/06,Rivendell,0.460000008
5/22/06,Rivendell,6.175000191
5/23/06,Rivendell,14.47099972
5/24/06,Rivendell,23.35000038
5/25/06,Rivendell,12.10200024
5/26/06,Rivendell,0
5/27/06,Rivendell,0.763999999
5/28/06,Rivendell,0
5/29/06,Rivendell,0
5/30/06,Rivendell,0
5/31/06,Rivendell,0
6/1/06,Rivendell,0
6/2/06,Rivendell,0.591000021
6/3/06,Rivendell,0
6/4/06,Rivendell,0
6/5/06,Rivendell,1.843999982
6/6/06,Rivendell,0
6/7/06,Rivendell,0
6/8/06,Rivendell,0
6/9/06,Rivendell,0
6/10/06,Rivendell,0
6/11/06,Rivendell,0
6/12/06,Rivendell,0
6/13/06,Rivendell,1.631999969
6/14/06,Rivendell,0
6/15/06,Rivendell,0
6/16/06,Rivendell,0
6/17/06,Rivendell,0
6/18/06,Rivendell,0
6/19/06,Rivendell,0
6/20/06,Rivendell,0
6/21/06,Rivendell,0
6/22/06,Rivendell,0
6/23/06,Rivendell,0
6/24/06,Rivendell,0
6/25/06,Rivendell,0
6/26/06,Rivendell,0
6/27/06,Rivendell,0
6/28/06,Rivendell,0
6/29/06,Rivendell,0
6/30/06,Rivendell,0
7/1/06,Rivendell,0
7/2/06,Rivendell,0
7/3/06,Rivendell,0
7/4/06,Rivendell,0
7/5/06,Rivendell,0
7/6/06,Rivendell,0
7/7/06,Rivendell,0
7/8/06,Rivendell,0
7/9/06,Rivendell,0
7/10/06,Rivendell,0
7/11/06,Rivendell,0
7/12/06,Rivendell,0
7/13/06,Rivendell,0
7/14/06,Rivendell,0
7/15/06,Rivendell,0
7/16/06,Rivendell,0
7/17/06,Rivendell,0
7/18/06,Rivendell,0
7/19/06,Rivendell,0
7/20/06,Rivendell,0
7/21/06,Rivendell,0
7/22/06,Rivendell,0
7/23/06,Rivendell,0
7/24/06,Rivendell,0
7/25/06,Rivendell,0
7/26/06,Rivendell,0
7/27/06,Rivendell,0
7/28/06,Rivendell,0
7/29/06,Rivendell,0
7/30/06,Rivendell,0
7/31/06,Rivendell,0
8/1/06,Rivendell,0
8/2/06,Rivendell,0
8/3/06,Rivendell,0
8/4/06,Rivendell,0
8/5/06,Rivendell,0
8/6/06,Rivendell,0
8/7/06,Rivendell,0
8/8/06,Rivendell,0
8/9/06,Rivendell,0
8/10/06,Rivendell,0
8/11/06,Rivendell,0
8/12/06,Rivendell,0
8/13/06,Rivendell,0
8/14/06,Rivendell,0
8/15/06,Rivendell,0
8/16/06,Rivendell,0
8/17/06,Rivendell,0
8/18/06,Rivendell,0
8/19/06,Rivendell,0
8/20/06,Rivendell,0
8/21/06,Rivendell,0
8/22/06,Rivendell,0
8/23/06,Rivendell,0
8/24/06,Rivendell,0
8/25/06,Rivendell,0
8/26/06,Rivendell,0
8/27/06,Rivendell,0
8/28/06,Rivendell,0
8/29/06,Rivendell,0
8/30/06,Rivendell,0
8/31/06,Rivendell,0
9/1/06,Rivendell,0
9/2/06,Rivendell,0
9/3/06,Rivendell,0
9/4/06,Rivendell,0
9/5/06,Rivendell,0
9/6/06,Rivendell,0
9/7/06,Rivendell,0
9/8/06,Rivendell,0
9/9/06,Rivendell,0
9/10/06,Rivendell,0
9/11/06,Rivendell,0
9/12/06,Rivendell,0
9/13/06,Rivendell,0
9/14/06,Rivendell,0
9/15/06,Rivendell,0
9/16/06,Rivendell,0
9/17/06,Rivendell,0
9/18/06,Rivendell,0
9/19/06,Rivendell,0
9/20/06,Rivendell,0
9/21/06,Rivendell,0
9/22/06,Rivendell,0
9/23/06,Rivendell,0
9/24/06,Rivendell,0
9/25/06,Rivendell,0
9/26/06,Rivendell,0
9/27/06,Rivendell,0
9/28/06,Rivendell,0
9/29/06,Rivendell,0
9/30/06,Rivendell,0
10/1/06,Rivendell,0
10/2/06,Rivendell,0
10/3/06,Rivendell,0
10/4/06,Rivendell,0
10/5/06,Rivendell,2.051000118
10/6/06,Rivendell,0.998000026
10/7/06,Rivendell,0
10/8/06,Rivendell,0
10/9/06,Rivendell,0
10/10/06,Rivendell,0
10/11/06,Rivendell,0
10/12/06,Rivendell,0
10/13/06,Rivendell,0
10/14/06,Rivendell,0
10/15/06,Rivendell,0
10/16/06,Rivendell,8.413999557
10/17/06,Rivendell,0
10/18/06,Rivendell,0
10/19/06,Rivendell,0
10/20/06,Rivendell,0
10/21/06,Rivendell,0
10/22/06,Rivendell,0
10/23/06,Rivendell,0
10/24/06,Rivendell,0
10/25/06,Rivendell,0
10/26/06,Rivendell,0
10/27/06,Rivendell,0
10/28/06,Rivendell,0
10/29/06,Rivendell,0
10/30/06,Rivendell,0
10/31/06,Rivendell,0
11/1/06,Rivendell,1.297000051
11/2/06,Rivendell,0.742999971
11/3/06,Rivendell,14.45199966
11/4/06,Rivendell,11.86400032
11/5/06,Rivendell,7.763000011
11/6/06,Rivendell,0
11/7/06,Rivendell,0
11/8/06,Rivendell,36.87200165
11/9/06,Rivendell,0.699999988
11/10/06,Rivendell,0
11/11/06,Rivendell,37.54199982
11/12/06,Rivendell,0.526000023
11/13/06,Rivendell,46.61999893
11/14/06,Rivendell,42.26200104
11/15/06,Rivendell,0
11/16/06,Rivendell,54.95500183
11/17/06,Rivendell,3.250999928
11/18/06,Rivendell,0
11/19/06,Rivendell,0
11/20/06,Rivendell,3.579999924
11/21/06,Rivendell,1.753999949
11/22/06,Rivendell,12.84500027
11/23/06,Rivendell,29.39100075
11/24/06,Rivendell,0
11/25/06,Rivendell,0.772000015
11/26/06,Rivendell,13.27299976
11/27/06,Rivendell,20.99500084
11/28/06,Rivendell,6.193999767
11/29/06,Rivendell,0
11/30/06,Rivendell,0
12/1/06,Rivendell,0
12/2/06,Rivendell,0
12/3/06,Rivendell,0
12/4/06,Rivendell,0
12/5/06,Rivendell,0
12/6/06,Rivendell,0
12/7/06,Rivendell,0
12/8/06,Rivendell,0
12/9/06,Rivendell,45.82500076
12/10/06,Rivendell,31.64999962
12/11/06,Rivendell,6.671999931
12/12/06,Rivendell,42.51900101
12/13/06,Rivendell,52.9659996
12/14/06,Rivendell,27.80200005
12/15/06,Rivendell,32.48199844
12/16/06,Rivendell,0.393999994
12/17/06,Rivendell,2.990999937
12/18/06,Rivendell,0
12/19/06,Rivendell,0
12/20/06,Rivendell,0
12/21/06,Rivendell,12.00899982
12/22/06,Rivendell,17.68700027
12/23/06,Rivendell,0
12/24/06,Rivendell,40.86399841
12/25/06,Rivendell,3.611000061
12/26/06,Rivendell,73.61699677
12/27/06,Rivendell,117.2829971
12/28/06,Rivendell,6.831999779
12/29/06,Rivendell,0
12/30/06,Rivendell,0
